,reward,workers,supply_depot,barracks
2256,15.0,17.0,5.0,2.0
2257,25.0,15.0,4.0,2.0
2258,20.0,19.0,5.0,2.0
2259,29.0,16.0,4.0,2.0
2260,16.0,16.0,4.0,2.0
2261,7.0,16.0,4.0,2.0
2262,6.0,17.0,3.0,2.0
2263,26.0,20.0,5.0,1.0
2264,28.0,19.0,4.0,2.0
2265,8.0,18.0,3.0,2.0
2266,8.0,18.0,3.0,2.0
2267,9.0,16.0,2.0,2.0
2268,0.0,16.0,3.0,2.0
2269,13.0,16.0,4.0,2.0
2270,9.0,16.0,3.0,1.0
2271,14.0,18.0,5.0,2.0
2272,3.0,17.0,4.0,2.0
2273,0.0,16.0,3.0,2.0
2274,0.0,15.0,3.0,0.0
2275,9.0,18.0,3.0,2.0
2276,0.0,13.0,2.0,2.0
2277,6.0,15.0,2.0,2.0
2278,6.0,15.0,1.0,1.0
2279,1.0,16.0,3.0,1.0
2280,0.0,17.0,2.0,2.0
2281,17.0,19.0,4.0,2.0
2282,22.0,17.0,3.0,2.0
2283,18.0,15.0,4.0,2.0
2284,5.0,21.0,2.0,2.0
2285,0.0,19.0,5.0,2.0
2286,21.0,20.0,5.0,2.0
2287,14.0,19.0,4.0,2.0
2288,23.0,19.0,5.0,2.0
2289,23.0,17.0,5.0,2.0
2290,17.0,17.0,4.0,2.0
2291,5.0,21.0,5.0,2.0
2292,2.0,23.0,3.0,2.0
2293,25.0,13.0,4.0,2.0
2294,26.0,20.0,5.0,2.0
2295,21.0,26.0,5.0,2.0
2296,9.0,17.0,5.0,2.0
2297,18.0,22.0,5.0,2.0
2298,18.0,14.0,4.0,2.0
2299,5.0,14.0,3.0,2.0
2300,27.0,18.0,5.0,2.0
2301,23.0,18.0,5.0,2.0
2302,26.0,14.0,4.0,2.0
2303,12.0,19.0,2.0,2.0
2304,31.0,15.0,5.0,2.0
2305,22.0,18.0,5.0,2.0
2306,17.0,14.0,2.0,2.0
2307,6.0,15.0,5.0,2.0
2308,34.0,14.0,5.0,2.0
2309,5.0,14.0,5.0,2.0
2310,15.0,16.0,2.0,2.0
2311,6.0,19.0,4.0,2.0
2312,1.0,16.0,1.0,1.0
2313,8.0,18.0,3.0,2.0
2314,12.0,18.0,3.0,2.0
2315,34.0,15.0,5.0,2.0
2316,12.0,21.0,5.0,2.0
2317,9.0,16.0,5.0,2.0
2318,14.0,18.0,5.0,2.0
2319,16.0,15.0,2.0,2.0
2320,32.0,15.0,5.0,1.0
2321,36.0,14.0,5.0,2.0
2322,14.0,17.0,2.0,2.0
2323,16.0,16.0,4.0,2.0
2324,16.0,17.0,3.0,2.0
2325,14.0,22.0,5.0,2.0
2326,5.0,18.0,1.0,1.0
2327,26.0,13.0,3.0,2.0
2328,28.0,20.0,5.0,2.0
2329,21.0,18.0,3.0,2.0
2330,31.0,16.0,4.0,2.0
2331,25.0,14.0,3.0,2.0
2332,12.0,28.0,5.0,2.0
2333,32.0,15.0,5.0,2.0
2334,19.0,19.0,4.0,2.0
2335,33.0,19.0,5.0,2.0
2336,10.0,17.0,3.0,2.0
2337,4.0,16.0,4.0,2.0
2338,9.0,27.0,4.0,2.0
2339,21.0,17.0,3.0,2.0
2340,31.0,20.0,5.0,2.0
2341,14.0,18.0,4.0,2.0
2342,22.0,18.0,4.0,2.0
2343,11.0,22.0,4.0,2.0
2344,29.0,18.0,5.0,2.0
2345,29.0,12.0,5.0,2.0
2346,23.0,18.0,5.0,2.0
2347,32.0,15.0,4.0,2.0
2348,25.0,19.0,4.0,2.0
2349,9.0,17.0,5.0,2.0
2350,18.0,20.0,5.0,2.0
2351,25.0,17.0,5.0,2.0
2352,9.0,15.0,5.0,2.0
2353,17.0,20.0,5.0,2.0
2354,26.0,21.0,4.0,2.0
2355,17.0,15.0,4.0,2.0
2356,15.0,16.0,2.0,2.0
2357,2.0,18.0,3.0,2.0
2358,20.0,19.0,5.0,2.0
2359,18.0,18.0,4.0,2.0
2360,5.0,18.0,3.0,2.0
2361,14.0,14.0,4.0,2.0
2362,26.0,15.0,4.0,2.0
2363,24.0,17.0,5.0,2.0
2364,9.0,16.0,3.0,2.0
2365,1.0,23.0,4.0,2.0
2366,16.0,17.0,4.0,2.0
2367,16.0,16.0,5.0,2.0
2368,20.0,16.0,5.0,2.0
2369,1.0,16.0,3.0,2.0
2370,12.0,18.0,4.0,2.0
2371,29.0,14.0,4.0,2.0
2372,31.0,18.0,5.0,2.0
2373,1.0,19.0,4.0,2.0
2374,13.0,18.0,2.0,2.0
2375,17.0,21.0,5.0,2.0
2376,34.0,17.0,5.0,1.0
2377,29.0,17.0,4.0,2.0
2378,19.0,16.0,4.0,2.0
2379,13.0,20.0,5.0,2.0
2380,19.0,20.0,5.0,2.0
2381,9.0,16.0,4.0,2.0
2382,6.0,16.0,4.0,2.0
2383,0.0,15.0,1.0,1.0
2384,6.0,19.0,2.0,2.0
2385,0.0,17.0,3.0,1.0
2386,0.0,18.0,2.0,1.0
2387,3.0,16.0,4.0,2.0
2388,0.0,15.0,3.0,2.0
2389,7.0,15.0,2.0,2.0
2390,0.0,18.0,3.0,1.0
2391,7.0,16.0,1.0,2.0
2392,0.0,15.0,2.0,0.0
2393,0.0,13.0,0.0,0.0
2394,0.0,15.0,4.0,2.0
2395,12.0,19.0,3.0,2.0
2396,11.0,20.0,2.0,2.0
2397,13.0,23.0,5.0,2.0
2398,22.0,24.0,4.0,2.0
2399,16.0,15.0,4.0,2.0
2400,6.0,15.0,5.0,2.0
2401,19.0,16.0,4.0,2.0
2402,31.0,16.0,5.0,2.0
2403,23.0,16.0,5.0,2.0
2404,13.0,18.0,2.0,2.0
2405,0.0,15.0,3.0,2.0
2406,32.0,15.0,4.0,2.0
2407,7.0,19.0,5.0,2.0
2408,3.0,18.0,4.0,1.0
2409,16.0,15.0,2.0,2.0
2410,0.0,15.0,4.0,2.0
2411,30.0,20.0,5.0,2.0
2412,33.0,14.0,4.0,2.0
2413,24.0,23.0,4.0,2.0
2414,24.0,15.0,4.0,2.0
2415,24.0,18.0,5.0,2.0
2416,31.0,16.0,4.0,1.0
2417,25.0,17.0,4.0,2.0
2418,32.0,15.0,4.0,2.0
2419,31.0,16.0,5.0,2.0
2420,19.0,18.0,5.0,2.0
2421,11.0,15.0,5.0,2.0
2422,17.0,22.0,3.0,2.0
2423,11.0,20.0,5.0,2.0
2424,19.0,15.0,4.0,2.0
2425,4.0,19.0,5.0,2.0
2426,9.0,15.0,5.0,2.0
2427,25.0,14.0,3.0,2.0
2428,33.0,16.0,5.0,2.0
2429,28.0,16.0,5.0,2.0
2430,6.0,19.0,4.0,2.0
2431,0.0,17.0,4.0,2.0
2432,13.0,14.0,3.0,2.0
2433,13.0,13.0,5.0,2.0
2434,12.0,14.0,4.0,2.0
2435,21.0,21.0,4.0,2.0
2436,21.0,13.0,5.0,2.0
2437,5.0,19.0,3.0,2.0
2438,30.0,15.0,5.0,2.0
2439,36.0,19.0,5.0,2.0
2440,24.0,15.0,3.0,2.0
2441,15.0,23.0,5.0,2.0
2442,3.0,18.0,5.0,2.0
2443,37.0,16.0,5.0,2.0
2444,18.0,15.0,5.0,2.0
2445,36.0,19.0,5.0,2.0
2446,7.0,15.0,4.0,2.0
2447,13.0,19.0,4.0,2.0
2448,5.0,16.0,4.0,2.0
2449,0.0,24.0,3.0,1.0
2450,0.0,17.0,2.0,0.0
2451,0.0,18.0,2.0,0.0
2452,30.0,16.0,5.0,2.0
2453,9.0,19.0,3.0,2.0
2454,42.0,13.0,5.0,2.0
2455,6.0,19.0,3.0,2.0
2456,16.0,15.0,2.0,2.0
2457,21.0,20.0,5.0,2.0
2458,25.0,18.0,4.0,2.0
2459,24.0,15.0,4.0,2.0
2460,16.0,17.0,4.0,2.0
2461,20.0,18.0,4.0,2.0
2462,15.0,17.0,5.0,2.0
2463,27.0,21.0,5.0,2.0
2464,18.0,17.0,4.0,2.0
2465,8.0,16.0,3.0,2.0
2466,9.0,16.0,5.0,2.0
2467,18.0,17.0,5.0,2.0
2468,6.0,21.0,4.0,2.0
2469,14.0,17.0,2.0,2.0
2470,21.0,17.0,4.0,2.0
2471,13.0,16.0,4.0,2.0
2472,23.0,21.0,5.0,2.0
2473,19.0,26.0,5.0,2.0
2474,16.0,17.0,4.0,2.0
2475,22.0,14.0,3.0,2.0
2476,27.0,17.0,5.0,2.0
2477,30.0,17.0,5.0,2.0
2478,26.0,17.0,5.0,2.0
2479,17.0,20.0,3.0,2.0
2480,2.0,14.0,5.0,2.0
2481,22.0,13.0,5.0,2.0
2482,27.0,14.0,4.0,2.0
2483,8.0,21.0,5.0,2.0
2484,4.0,20.0,4.0,2.0
2485,13.0,15.0,3.0,2.0
2486,24.0,15.0,3.0,2.0
2487,29.0,16.0,5.0,2.0
2488,12.0,17.0,3.0,2.0
2489,15.0,20.0,4.0,2.0
2490,24.0,16.0,4.0,2.0
2491,8.0,23.0,3.0,2.0
2492,0.0,14.0,4.0,2.0
2493,10.0,18.0,4.0,2.0
2494,20.0,22.0,4.0,2.0
2495,19.0,17.0,3.0,2.0
2496,10.0,21.0,4.0,2.0
2497,18.0,20.0,5.0,2.0
2498,29.0,22.0,5.0,2.0
2499,28.0,13.0,4.0,2.0
2500,24.0,16.0,4.0,2.0
2501,11.0,17.0,4.0,2.0
2502,26.0,20.0,5.0,2.0
2503,24.0,17.0,4.0,2.0
2504,20.0,21.0,4.0,2.0
2505,22.0,20.0,5.0,2.0
2506,31.0,16.0,4.0,2.0
2507,26.0,13.0,3.0,2.0
2508,9.0,14.0,1.0,2.0
2509,24.0,15.0,3.0,2.0
2510,14.0,17.0,4.0,2.0
2511,0.0,17.0,5.0,2.0
2512,21.0,15.0,5.0,2.0
2513,30.0,17.0,4.0,2.0
2514,21.0,20.0,4.0,2.0
2515,0.0,19.0,1.0,2.0
2516,2.0,18.0,3.0,2.0
2517,4.0,14.0,5.0,2.0
2518,1.0,17.0,1.0,2.0
2519,1.0,16.0,1.0,2.0
2520,0.0,20.0,3.0,2.0
2521,7.0,15.0,3.0,2.0
2522,4.0,13.0,2.0,2.0
2523,0.0,19.0,3.0,1.0
2524,2.0,13.0,5.0,2.0
2525,7.0,13.0,3.0,2.0
2526,5.0,14.0,3.0,1.0
2527,0.0,14.0,5.0,2.0
2528,26.0,17.0,4.0,2.0
2529,25.0,15.0,4.0,2.0
2530,14.0,17.0,2.0,2.0
2531,9.0,23.0,3.0,2.0
2532,26.0,16.0,4.0,2.0
2533,20.0,18.0,5.0,2.0
2534,20.0,18.0,5.0,2.0
2535,14.0,18.0,4.0,2.0
2536,12.0,19.0,4.0,2.0
2537,10.0,18.0,5.0,2.0
2538,23.0,17.0,5.0,1.0
2539,20.0,15.0,5.0,2.0
2540,22.0,16.0,5.0,2.0
2541,9.0,15.0,5.0,2.0
2542,6.0,25.0,5.0,2.0
2543,6.0,14.0,5.0,2.0
2544,4.0,23.0,3.0,2.0
2545,19.0,14.0,3.0,2.0
2546,18.0,20.0,5.0,2.0
2547,16.0,15.0,2.0,2.0
2548,24.0,15.0,3.0,2.0
2549,38.0,17.0,5.0,2.0
2550,10.0,18.0,4.0,2.0
2551,5.0,16.0,5.0,2.0
2552,17.0,22.0,3.0,2.0
2553,28.0,15.0,5.0,2.0
2554,12.0,13.0,5.0,2.0
2555,26.0,18.0,5.0,2.0
2556,0.0,17.0,3.0,0.0
2557,0.0,13.0,4.0,2.0
2558,11.0,15.0,4.0,2.0
2559,4.0,18.0,3.0,2.0
2560,6.0,21.0,3.0,2.0
2561,9.0,20.0,3.0,2.0
2562,0.0,14.0,4.0,2.0
2563,0.0,16.0,3.0,2.0
2564,11.0,20.0,5.0,2.0
2565,0.0,17.0,4.0,0.0
2566,2.0,17.0,5.0,2.0
2567,16.0,14.0,4.0,2.0
2568,10.0,17.0,3.0,2.0
2569,24.0,15.0,3.0,2.0
2570,6.0,16.0,4.0,2.0
2571,15.0,25.0,5.0,2.0
2572,24.0,17.0,5.0,2.0
2573,0.0,19.0,5.0,2.0
2574,27.0,16.0,4.0,2.0
2575,1.0,19.0,5.0,2.0
2576,32.0,15.0,4.0,2.0
2577,7.0,17.0,4.0,2.0
2578,17.0,17.0,4.0,2.0
2579,24.0,15.0,5.0,2.0
2580,14.0,16.0,4.0,2.0
2581,8.0,15.0,4.0,2.0
2582,24.0,15.0,3.0,2.0
2583,19.0,17.0,5.0,2.0
2584,9.0,15.0,4.0,2.0
2585,15.0,16.0,2.0,2.0
2586,19.0,18.0,5.0,2.0
2587,8.0,23.0,3.0,2.0
2588,12.0,14.0,4.0,2.0
2589,2.0,20.0,2.0,2.0
2590,13.0,16.0,2.0,2.0
2591,0.0,15.0,1.0,0.0
2592,10.0,16.0,4.0,2.0
2593,0.0,16.0,3.0,1.0
2594,8.0,17.0,5.0,2.0
2595,2.0,18.0,3.0,2.0
2596,8.0,20.0,3.0,1.0
2597,4.0,17.0,2.0,2.0
2598,1.0,20.0,3.0,2.0
2599,2.0,19.0,1.0,2.0
2600,5.0,14.0,3.0,2.0
2601,2.0,16.0,5.0,2.0
2602,0.0,17.0,4.0,2.0
2603,6.0,18.0,4.0,2.0
2604,0.0,15.0,0.0,0.0
2605,18.0,20.0,5.0,2.0
2606,29.0,16.0,4.0,2.0
2607,20.0,12.0,5.0,2.0
2608,10.0,17.0,3.0,2.0
2609,17.0,17.0,3.0,2.0
2610,19.0,19.0,3.0,2.0
2611,19.0,15.0,4.0,2.0
2612,9.0,17.0,5.0,2.0
2613,20.0,17.0,4.0,2.0
2614,17.0,17.0,5.0,2.0
2615,22.0,15.0,4.0,2.0
2616,18.0,18.0,5.0,2.0
2617,0.0,17.0,5.0,2.0
2618,3.0,18.0,2.0,2.0
2619,6.0,19.0,3.0,2.0
2620,12.0,16.0,4.0,2.0
2621,8.0,16.0,3.0,2.0
2622,13.0,18.0,2.0,1.0
2623,32.0,15.0,5.0,2.0
2624,18.0,21.0,3.0,2.0
2625,5.0,15.0,3.0,2.0
2626,11.0,17.0,4.0,2.0
2627,27.0,17.0,5.0,2.0
2628,14.0,19.0,4.0,2.0
2629,10.0,16.0,3.0,2.0
2630,4.0,16.0,5.0,2.0
2631,13.0,24.0,4.0,2.0
2632,2.0,17.0,2.0,1.0
2633,4.0,16.0,3.0,2.0
2634,15.0,18.0,4.0,2.0
2635,0.0,15.0,0.0,0.0
2636,4.0,18.0,3.0,2.0
2637,4.0,16.0,5.0,2.0
2638,4.0,18.0,5.0,2.0
2639,5.0,17.0,2.0,2.0
2640,1.0,18.0,2.0,1.0
2641,10.0,14.0,3.0,2.0
2642,15.0,19.0,4.0,2.0
2643,31.0,16.0,5.0,2.0
2644,17.0,14.0,2.0,2.0
2645,12.0,19.0,2.0,2.0
2646,18.0,18.0,4.0,2.0
2647,8.0,18.0,3.0,2.0
2648,11.0,18.0,4.0,2.0
2649,22.0,15.0,3.0,2.0
2650,0.0,18.0,5.0,2.0
2651,20.0,20.0,5.0,2.0
2652,12.0,21.0,5.0,2.0
2653,14.0,16.0,3.0,2.0
2654,20.0,19.0,5.0,2.0
2655,10.0,14.0,5.0,2.0
2656,20.0,14.0,5.0,2.0
2657,0.0,17.0,3.0,2.0
2658,28.0,19.0,4.0,2.0
2659,9.0,14.0,1.0,2.0
2660,1.0,15.0,3.0,1.0
2661,27.0,20.0,4.0,2.0
2662,17.0,14.0,5.0,2.0
2663,28.0,19.0,5.0,2.0
2664,2.0,21.0,5.0,2.0
2665,10.0,16.0,5.0,2.0
2666,29.0,13.0,5.0,2.0
2667,39.0,16.0,5.0,2.0
2668,25.0,18.0,5.0,2.0
2669,1.0,20.0,5.0,2.0
2670,0.0,15.0,4.0,2.0
2671,16.0,18.0,5.0,2.0
2672,20.0,21.0,4.0,2.0
2673,8.0,17.0,3.0,2.0
2674,30.0,15.0,5.0,2.0
2675,22.0,18.0,5.0,2.0
2676,12.0,19.0,4.0,2.0
2677,0.0,17.0,4.0,2.0
2678,0.0,17.0,4.0,1.0
2679,0.0,16.0,2.0,1.0
2680,16.0,15.0,2.0,2.0
2681,13.0,17.0,3.0,2.0
2682,20.0,17.0,4.0,2.0
2683,13.0,18.0,2.0,2.0
2684,0.0,18.0,3.0,2.0
2685,0.0,19.0,1.0,0.0
2686,11.0,15.0,4.0,2.0
2687,4.0,15.0,5.0,2.0
2688,2.0,17.0,3.0,2.0
2689,0.0,20.0,2.0,0.0
2690,12.0,13.0,2.0,2.0
2691,0.0,20.0,4.0,0.0
2692,0.0,19.0,4.0,0.0
2693,18.0,15.0,5.0,2.0
2694,10.0,14.0,4.0,2.0
2695,6.0,19.0,3.0,2.0
2696,0.0,20.0,5.0,2.0
2697,5.0,18.0,4.0,2.0
2698,5.0,17.0,5.0,2.0
2699,36.0,18.0,5.0,1.0
2700,18.0,15.0,5.0,2.0
2701,0.0,17.0,1.0,0.0
2702,26.0,16.0,5.0,2.0
2703,7.0,16.0,1.0,2.0
2704,0.0,17.0,5.0,2.0
2705,3.0,21.0,5.0,2.0
2706,6.0,16.0,1.0,2.0
2707,8.0,16.0,2.0,2.0
2708,3.0,16.0,4.0,2.0
2709,9.0,16.0,3.0,2.0
2710,3.0,16.0,5.0,2.0
2711,11.0,15.0,4.0,2.0
2712,11.0,14.0,5.0,2.0
2713,15.0,16.0,5.0,2.0
2714,12.0,17.0,2.0,2.0
2715,1.0,17.0,3.0,1.0
2716,0.0,17.0,4.0,1.0
2717,7.0,15.0,2.0,2.0
2718,15.0,16.0,5.0,2.0
2719,22.0,17.0,3.0,2.0
2720,4.0,19.0,5.0,2.0
2721,20.0,19.0,4.0,2.0
2722,19.0,16.0,4.0,2.0
2723,27.0,14.0,4.0,2.0
2724,18.0,21.0,3.0,2.0
2725,28.0,20.0,5.0,2.0
2726,10.0,20.0,2.0,1.0
2727,9.0,15.0,5.0,2.0
2728,9.0,20.0,3.0,2.0
2729,19.0,14.0,4.0,2.0
2730,21.0,21.0,5.0,2.0
2731,33.0,17.0,5.0,2.0
2732,16.0,24.0,5.0,2.0
2733,23.0,16.0,4.0,2.0
2734,20.0,17.0,4.0,2.0
2735,14.0,18.0,3.0,2.0
2736,20.0,21.0,5.0,2.0
2737,0.0,17.0,2.0,1.0
2738,23.0,16.0,3.0,2.0
2739,1.0,20.0,3.0,2.0
2740,19.0,20.0,4.0,2.0
2741,9.0,20.0,3.0,2.0
2742,6.0,19.0,4.0,2.0
2743,12.0,19.0,2.0,2.0
2744,24.0,25.0,5.0,2.0
2745,32.0,19.0,5.0,2.0
2746,15.0,23.0,3.0,2.0
2747,0.0,13.0,2.0,0.0
2748,1.0,15.0,1.0,1.0
2749,5.0,15.0,3.0,2.0
2750,11.0,18.0,5.0,2.0
2751,0.0,16.0,1.0,0.0
2752,3.0,16.0,1.0,2.0
2753,0.0,18.0,4.0,2.0
2754,0.0,16.0,2.0,0.0
2755,6.0,13.0,2.0,2.0
2756,11.0,17.0,3.0,2.0
2757,0.0,18.0,2.0,0.0
2758,8.0,15.0,5.0,2.0
2759,0.0,20.0,3.0,0.0
2760,21.0,15.0,5.0,2.0
2761,10.0,17.0,5.0,2.0
2762,8.0,14.0,2.0,2.0
2763,0.0,16.0,1.0,2.0
2764,4.0,15.0,3.0,2.0
2765,23.0,19.0,5.0,2.0
2766,0.0,15.0,0.0,0.0
2767,12.0,17.0,2.0,2.0
2768,5.0,13.0,2.0,2.0
2769,0.0,13.0,2.0,1.0
2770,2.0,15.0,4.0,2.0
2771,12.0,15.0,3.0,2.0
2772,6.0,17.0,2.0,1.0
2773,11.0,18.0,3.0,2.0
2774,9.0,23.0,5.0,2.0
2775,0.0,23.0,1.0,1.0
2776,27.0,18.0,4.0,2.0
2777,15.0,16.0,5.0,2.0
2778,13.0,15.0,2.0,2.0
2779,28.0,17.0,5.0,2.0
2780,4.0,16.0,4.0,2.0
2781,18.0,19.0,3.0,2.0
2782,11.0,19.0,5.0,2.0
2783,12.0,16.0,5.0,2.0
2784,29.0,20.0,5.0,2.0
2785,2.0,20.0,5.0,2.0
2786,27.0,19.0,4.0,2.0
2787,20.0,21.0,5.0,2.0
2788,19.0,14.0,4.0,2.0
2789,21.0,20.0,5.0,2.0
2790,23.0,16.0,3.0,2.0
2791,19.0,17.0,5.0,2.0
2792,17.0,18.0,3.0,2.0
2793,1.0,15.0,5.0,2.0
2794,19.0,15.0,5.0,2.0
2795,21.0,16.0,5.0,2.0
2796,19.0,18.0,3.0,2.0
2797,19.0,20.0,4.0,2.0
2798,13.0,18.0,4.0,2.0
2799,21.0,17.0,4.0,2.0
2800,16.0,21.0,5.0,2.0
2801,15.0,16.0,2.0,2.0
2802,22.0,15.0,3.0,2.0
2803,24.0,15.0,3.0,2.0
2804,31.0,16.0,4.0,2.0
2805,20.0,15.0,5.0,2.0
2806,16.0,16.0,5.0,2.0
2807,13.0,17.0,5.0,2.0
2808,14.0,25.0,3.0,2.0
2809,40.0,14.0,5.0,2.0
2810,30.0,16.0,4.0,2.0
2811,15.0,16.0,2.0,2.0
2812,33.0,17.0,5.0,2.0
2813,5.0,17.0,4.0,2.0
2814,19.0,19.0,3.0,2.0
2815,27.0,15.0,5.0,2.0
2816,16.0,19.0,5.0,2.0
2817,29.0,18.0,4.0,2.0
2818,33.0,14.0,5.0,2.0
2819,24.0,15.0,3.0,2.0
2820,12.0,16.0,4.0,2.0
2821,26.0,18.0,5.0,2.0
2822,37.0,18.0,5.0,2.0
2823,14.0,18.0,5.0,2.0
2824,12.0,16.0,5.0,2.0
2825,1.0,17.0,3.0,2.0
2826,21.0,21.0,5.0,2.0
2827,15.0,16.0,5.0,2.0
2828,9.0,16.0,4.0,2.0
2829,23.0,20.0,4.0,2.0
2830,23.0,16.0,3.0,2.0
2831,6.0,19.0,5.0,2.0
2832,30.0,14.0,5.0,2.0
2833,16.0,15.0,5.0,2.0
2834,0.0,16.0,4.0,2.0
2835,24.0,15.0,3.0,2.0
2836,9.0,21.0,5.0,2.0
2837,33.0,14.0,4.0,2.0
2838,26.0,19.0,5.0,1.0
2839,31.0,14.0,5.0,2.0
2840,32.0,15.0,4.0,2.0
2841,28.0,18.0,4.0,2.0
2842,18.0,15.0,5.0,2.0
2843,8.0,15.0,1.0,2.0
2844,27.0,16.0,4.0,2.0
2845,10.0,19.0,4.0,2.0
2846,6.0,17.0,1.0,2.0
2847,21.0,23.0,4.0,2.0
2848,10.0,19.0,4.0,2.0
2849,16.0,13.0,3.0,2.0
2850,22.0,16.0,5.0,2.0
2851,14.0,18.0,5.0,2.0
2852,23.0,17.0,4.0,2.0
2853,21.0,13.0,5.0,2.0
2854,11.0,16.0,3.0,2.0
2855,20.0,16.0,5.0,2.0
2856,20.0,15.0,3.0,2.0
2857,30.0,16.0,5.0,2.0
2858,15.0,18.0,4.0,2.0
2859,15.0,21.0,3.0,2.0
2860,36.0,15.0,5.0,2.0
2861,18.0,13.0,5.0,2.0
2862,18.0,19.0,3.0,2.0
2863,13.0,18.0,5.0,2.0
2864,19.0,20.0,3.0,2.0
2865,29.0,14.0,5.0,2.0
2866,40.0,14.0,5.0,2.0
2867,3.0,28.0,4.0,2.0
2868,16.0,19.0,4.0,2.0
2869,,,,
2870,14.0,19.0,3.0,2.0
2871,26.0,14.0,5.0,2.0
2872,15.0,18.0,4.0,2.0
2873,20.0,16.0,5.0,2.0
2874,37.0,18.0,5.0,2.0
2875,9.0,27.0,5.0,2.0
2876,14.0,22.0,4.0,2.0
2877,0.0,13.0,5.0,0.0
2878,7.0,16.0,5.0,2.0
